Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,f16449e2-91c1-420b-81eb-2bd8c5a58b4d,I cannot think right now,Negative,Uninformative answer,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,8cde9c7f-5156-4172-9532-1c0cd32cc779,"I could write an encyclopedia. My biggest concerns with AI surround bad actors. Bias is going to be there no matter what, but bad actors contaminating it? The potential for that to network out among AI is where I think there is a big gapping hole. And no government or industry will fix that. Only siloed decentralized AI has a chance. But we won't do that. Because that's not how money and power work.",Neutral,"AI bias, fairness, and ethics","National security, crime, and misuse",Need for AI regulation and governance,Political influence and corporate lobbying,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,cdc65524-3565-4869-bc5b-9fb1774accf8,"I covered everything that I wanted to share so thank you for the invitation, very interesting and exciting.",Positive,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,3dae3ae2-86d1-4ce2-85c6-3dba862667bf,"I decided that this survey fully expressed my views and concerns about artificial intelligence, and I thank you very much.",Positive,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,408e1e71-cbca-44d3-a80c-60d379601579,I did see a lot about healthcare and a few about employment concerns. I supposed thats due to my initial response at the beginning but I would also like the option to speak more about the economic impact AI is having on our society as well as the social degradation it is causing. Great study Thank you!,Neutral,Economic impacts and pricing models,Mental health and social relationships,Other,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,66f9fb49-ff1e-492d-9391-9194505159f3,I don't have one yet.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,029c61b7-460d-4776-b13a-b8ebb03640a4,I don't like the idea of ​​seeing artificial intelligence from a human point of view.,Negative,Other,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,c1d3aa82-ad95-4303-9b98-52faf61681f9,I don't think so,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,4a720161-1558-4df6-9374-b13d94ff82e6,I don't think so,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,6f308716-e561-4c1e-bed4-b9dc58963205,I don't think so.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,ab395e57-8cec-42d3-bba0-7b652bdc7b25,I don't think so. ,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,96927937-0c3d-4c4b-bf22-ccf3969c25cb,I don't think there's anything in particular.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,f7c578c4-d2ed-4144-a93c-e72fdd2e17fd,"I don't think there's much else to add, or any at all, in regards to the scope of the survey's topic and questioning",Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,05eb580e-e08a-4ccc-bb02-e9b83d2900f3,"I don't want to get into politics here but its clear that the system that we live in rewards predatory practices by massive corporations. We sadly can't do anything about it, but we can pressure governments into introducing harsh and wide regulations - I guess a couple more questions about them would be nice",Negative,Need for AI regulation and governance,Political influence and corporate lobbying,"Survey design feedback (options, clarity)",,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,17c7539e-fa2c-4d1c-a846-90251a7c9624,I feel everything was covered in the survey,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,a945f694-c4cd-4527-bb91-360981187f1c,I feel like a healthcare AI is a risk but starting small is a good way to pursue this. Providing sufficient information and providing options are already okay for the AI. The decision making will always be based on the person,Neutral,"Medical use: assist only, not decide",Scope: what AI should/shouldn’t do,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,9096dd56-f922-4919-82d8-cec923a07207,"I feel like companies aren't doing more to address human fears due to what some have come to assume due to what we've seen in movies, even if that's silly on mankind's account. I would have liked to have seen some questions about what would help us FEAR AI less -- not just distrust it.",Negative,Other,"Survey design feedback (options, clarity)",,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,5c3e5be3-dfd6-4c70-9cd9-45498f9db35d,"I feel like the study covered all the important aspects, and the questions were thorough enough to express my thoughts and opinions on the topic.",Positive,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,5e14cb71-282c-4ac2-8717-0cee4efdfbdd,"I feel that after ChatGPT upgraded to 5.0, the authenticity of some information has deteriorated. I also found that the AI would fabricate answers based on your inclination when asking questions, which made me feel untrustworthy and required repeated questioning to confirm.",Negative,"AI errors, hallucinations, and reliability",Trust depends on developer/company,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,1d0d49c2-9c7a-4d34-b20d-8e3e276725a6,"I feel that some options do not fully represent my meaning, but they are also correct to a certain extent.",Neutral,"Survey design feedback (options, clarity)",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,00f21b74-0b58-4d76-b2f4-caecfd83f5b1,"I feel that some questions are too complicated, and the questions asked in the survey are just some profiles. My choices are just a projection of my thoughts and cannot represent my complete thoughts. In addition, many times, the role of AI and human choices are case by case and cannot be generalized.",Negative,Other,"Survey design feedback (options, clarity)",,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,1ab421d7-fe8e-4297-a57d-9a631c331bc1,I feel we should have been asked our thoughts about the LLMs asking us to choose a better response under the RLHF method.,Neutral,"Survey design feedback (options, clarity)",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,e540cc5f-33b4-4aea-8d8d-7fa9ed6ebbbb,"I felt the question about ""AI companies"" was a bit too general, lacking specific information about the companies, countries, or specific areas of AI work. If you could be more specific, I think I would be more confident in answering.",Neutral,"Survey design feedback (options, clarity)",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,e07df88b-5f6e-400d-a605-931cff56201d,I felt the survey was accurate and made me think about a topic I hadn't thought deeply about before.,Positive,Other,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,933540a7-f023-4646-b156-c6ee7c7d06fa,"I find the rapid development and implementation of AI in society troubling and scary. AI has had a significant impact on humans and their socialisation online. In addition, AI has hugely impacted education. Students have access to AI and LLMs with limited training in how to use them or how to navigate their weaknesses. It scares me how much we trust AI and it scares me that chatbots can mimic human nature. ",Neutral,AI in education and learning impacts,Mental health and social relationships,Overreliance on AI reducing autonomy/skills,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,5ac70ec1-3e43-493e-8b21-98fbc863ac75,"I forgot to mention illegal uses of AI. How vulnerable it can be to hacking. I think video quality is suffering; and I say this because I've seen videos with AI, and their quality is still suffering.",Negative,"AI errors, hallucinations, and reliability","National security, crime, and misuse",,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,8e22b6c1-01ca-4e2c-8f5c-e9e104edbbe6,I guess it would be interesting to mention decision making process ,Neutral,Scope: what AI should/shouldn’t do,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,fe49f6c8-15ca-4039-8193-e4aac767b4a0,I guess it's sufficient,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,5cc6bb63-01ab-4280-a9cf-49bd14f8c421,I have become more trusting of AI but what makes me leary is the fact all it takes is for it to fall into the hands of one bad developer with ill intentions and it could cause damage that would be detrimental to humanity.,Neutral,"National security, crime, and misuse",Trust depends on developer/company,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,8e9664fd-aeb7-4d48-9c74-09c3646fcc5c,I have expressed all my views in this survey.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,d204ed58-7205-4856-b504-38a935509497,I hope AI build with having a new law to prevent misuse the AI ,Neutral,"National security, crime, and misuse",Need for AI regulation and governance,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,82d02bbb-93ab-45ad-a9eb-62d6ad380972,I hope some educational issues can be considered.,Negative,AI in education and learning impacts,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,23203230-b838-4ba1-9e0c-fded962a9f24,"I hope that in the future, options like ""Agree with both"" or ""Disagree with neither"" can be placed in places where it is easy to choose.",Neutral,"Survey design feedback (options, clarity)",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,0222e784-bbb1-4496-bd40-e7d548a86664,"I just want to say clear information, good privacy rules, and easy access to a real person matter most to me. These things make me feel safer and more confident using an AI assistant",Positive,"Data privacy, security, and user control",Human oversight and final decision-making,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,995013ba-04e8-4f12-a84c-a05b0190eef1,"I just want to share  that when it comes to medicine, we should be a step ahead of AI because health is life. Medical personnel should make the decisions based on their expertise and not rely on AI.",Neutral,Human oversight and final decision-making,"Medical use: assist only, not decide",,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,0a99b8bd-8830-4941-a1c9-c1b70ce15fec,I just wanted to say that i am very happy to be part of this survey.,Positive,Other,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,6a421ad0-a41e-4cdf-9fa6-655efb3b59c3,"I mean, the survey was mostly about health, so there was a lot missing overall, but it would take hours to do something about every aspect of life. If we're just talking about health, I would have liked to see something about the use of AI for self-medication, especially in cases where healthcare is very expensive, like in the US. I assume this happens a lot and is a danger.",Neutral,"AI affordability, access, and equity","Medical use: assist only, not decide",Scope: what AI should/shouldn’t do,"Survey design feedback (options, clarity)",,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,69d32525-deb1-43d7-98d4-223e9e92b12b,I not sure ,Neutral,Uninformative answer,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,b8e11d08-377c-41a8-b466-2d87ac5c84cd,"I should be able to communicate with a complete AI assistant offline. It should keep all my data and everything I communicate with it and also everything it learns from me very private and should not be able to communicate with the internet. So it would need another intermediary to communicate and update its information from the outerworld. If such isolation is possible, it would build my trust.",Neutral,"Data privacy, security, and user control",On-device/offline operation preferences,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,11e1a9c2-ca34-4b81-abb0-62ebdcfb3b55,I thing it was all well covered in this survey.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,c2ab5b5e-91ff-4747-af96-edb05ebd7123,"I think AI is in its infancy and trusting it will take quite a few years, not for me personally but I think for the general public.",Neutral,"AI errors, hallucinations, and reliability",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,61382b0f-5aec-48ed-b319-1ead0e3acd42,I think AI is likely to benefit people more.,Neutral,Other,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,4aad99e0-d297-4307-848d-de9d2d26710b,I think AI is starting to play an important role in our lives. We'll gradually adopt it naturally. It takes time for it to improve as much as possible.,Neutral,Other,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,d8b3be0d-a853-4a61-b21a-425dfe8b05a1,I think all the important points about AI have been covered.,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,e8100d1b-8ac0-44cb-b9c5-45297eb63736,I think almost everything was covered as per as my knowledge of AI  ,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,0f398251-30c5-4298-a77a-c8bfb437205b,"I think almost everything was covered. I would like to have more options during some specific questions, but in general my experience was very positive",Neutral,"Survey design feedback (options, clarity)",,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,ecec48d5-7411-4f69-a2d4-13644382c0fa,"I think everything I asked about AI was covered pretty well. In my opinion, trust in AI depends on trust in its developers. The more transparency there is, the more trust there will be.",Neutral,"Transparency, explainability, and audits",Trust depends on developer/company,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,24b4e0ad-5e3e-4905-bb06-02d205a49109,"I think everything was covered, I feel like AI can be risky for jobs but it's very useful in my daily life for looking up information",Positive,"Job displacement, labor impacts, and UBI",Other,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,ddd277b6-b1ca-4319-9191-821df4559251,"I think everything was covered, but AI should be transparent about how they are using our data and what their terms and conditions are. The user should have a clear idea because this is a very sensitive thing. ",Neutral,"Data privacy, security, and user control","Transparency, explainability, and audits",,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,6b0c73ad-ba74-4aa4-a065-77431536fb03,I think everything was fine,Positive,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,0c2c7dcd-3a7e-4703-9a67-84f02003f441,I think health is not where AI could be most helpful to individuals,Neutral,Scope: what AI should/shouldn’t do,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,377e195d-05a5-4bf9-93c3-7fa92af5c9d2,I think it covered a lot. Thank you ,Positive,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,a4859ac6-8775-47bb-9f99-aea062eb72b8,I think it covers all the aspects related to AI,Neutral,No additional comments / everything covered,,,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,a5f98bc7-32ed-4aa2-a751-bbacb2f45d2f,"I think it was just a matter of trust/distrust, but nothing was said about the future. We saw everything from a capitalist perspective, and it's likely to change once we reach AGI.",Neutral,AGI risks and long-term safety,Economic impacts and pricing models,Other,,,,,,,
f0f52fcd-a63b-43b5-ae99-6dfba8172a29,b734d8e8-7f1d-4acc-add6-a38dbe40a72a,"I think it was pretty comprehensive for its purpose, and did make me think deeper about AI and it's impact on society as a whole.",Positive,Other,,,,,,,,,
