Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
156124b7-c52f-4d8b-bcdd-c6e8b304b149,Can get information much easily about any topic.,Positive,Research acceleration and information synthesis,,,,,,,,,
0be11e75-bd5b-4d06-a6ed-6ba4078f0ae9,Can’t notice which art made by real people anymore,Neutral,Greater distrust of online media/deepfakes,Increased exposure to AI-generated content,,,,,,,,
b3164d90-f93c-4e88-a9ab-141df5d2132f,Changed my information search habits,Neutral,Using AI instead of traditional web search,,,,,,,,,
f7826d4a-c591-40a2-b53b-0544bd6f0b2a,Changes in finances,Neutral,Job displacement and reduced opportunities,,,,,,,,,
c837b697-e1ee-408b-be07-9e3c309fa722,Colleagues and friends using AI to search things that can be googled,Neutral,Using AI instead of traditional web search,,,,,,,,,
b5a38add-f68a-4b51-9d6c-4db345f29e4b,"Compared to past year, the usage of Ai has lead into a much more efficient and productive schedule for me and it has made me intellectually smarter due to the amount of knowledge I process using the AI",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,
7f04a688-5f89-4826-b9d3-ce827cde79bf,"Completed a course in data analysis, including extensive use of AI in the process.",Neutral,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,,
eb503390-4488-4bd1-bef9-e26316f2843d,Convenience ,Positive,Other,,,,,,,,,
ba9fcbd5-757d-4995-b299-fba4f1d1a0ad,"Convenience for sure, there are many times when AI helps my personal problems",Positive,Personal decision-making and recommendations,,,,,,,,,
c25efc3e-1b6b-411e-a239-73cca275c993,Convenient,Positive,Other,,,,,,,,,
ada3973b-942b-4d5c-8d84-481a0166dfa5,"Creating captions for my professional social networks, creating an Excel spreadsheet to manage my finances and suggesting ""recipes"" for making homemade cosmetics",Neutral,"Content creation: images, music, videos",Faster task completion and time savings,Personal decision-making and recommendations,"Writing help: emails, documents, summaries",,,,,,
7938102f-689e-4925-b5fa-17d4d4c1fba6,"Creativity has reduced in people. GPT replaced it

",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
915003c2-d528-4e0c-ad4a-d10e86d69073,"Customer service is operated by AI on an increasingly regular basis by firms I interact with, I find this frustrating due to the limits of AI, ie. can only deal with certain problems.",Negative,Customer service/chatbots replacing humans,Reduced independent thinking/overreliance,,,,,,,,
6ee4e926-e5d9-47a9-b41e-a7d21b20059f,Customer services,Neutral,Customer service/chatbots replacing humans,,,,,,,,,
b9eea50f-6490-4d32-bc12-53eddd140d18,Daily work faster and easy,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
8a45a380-6a96-425d-8a2c-5bd7bdc02d23,Delegating tasks to AI,Neutral,Automation of routine/repetitive tasks,,,,,,,,,
6537e6f0-4ce0-44ad-a2ed-cc52256826fb,"Depending AI in most of my day to day  decisions and personal queries. I barely go to other people for advice

",Neutral,Emotional support and companionship,Personal decision-making and recommendations,,,,,,,,
a3d8851e-1045-49ef-8811-0541215faebc,Distrust of information.,Neutral,Greater distrust of online media/deepfakes,,,,,,,,,
e56ab870-124e-492f-b8b4-7d8544d56e3e,Do work-related tasks faster.,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
9e7fc8e1-35de-4c2a-a255-87bc361536e3,Doing the task that is repeated. This is the only noticeable improvement in my life using AI,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97,"Due to AI usage, my stress level is reduced rapidly in my office ",Positive,Improved productivity and efficiency at work,Other,,,,,,,,
1dc6778f-956a-47fa-97e7-1f6b2b5ea092,"During research in my studies, AI are more efficient and direct. Doing most of the summaries for you.",Neutral,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,,
043bf4ea-6579-40d4-9f44-816247b338d1,Earlier I was using Google quite often but now I use CHATGPT. Getting desired results from ChatGPT depends largely upon prompt engineering. The smarter the prompt the better is the response. ,Neutral,Using AI instead of traditional web search,,,,,,,,,
a7cbc3e0-8727-4499-9473-545675656cc7,"Earlier, I used to get promotion calls from human telecallers, which have been replaced with AI telecallers. Other than this, I have switched from using Google to AI in helping with their homework. Doing research work is much easier through AI. ",Neutral,Customer service/chatbots replacing humans,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
5ded1c9e-c995-4f72-ab9d-a682d934ee06,Ease and speed of decision making,Positive,Faster task completion and time savings,Personal decision-making and recommendations,,,,,,,,
c8886c0e-afa6-468a-9c44-5260a6c0a2ca,Ease in doing some of my tasks,Positive,Faster task completion and time savings,,,,,,,,,
88f8a1ba-7760-4f04-af28-e129fdce36bb,Ease of creating and saving time on my projects,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
6b1bbb0a-5150-46a3-a18a-cf975d58718b,Ease of searching for information,Positive,Research acceleration and information synthesis,,,,,,,,,
2c4bd644-f267-4e0d-bfe0-5361acc99803,Ease of writing ebooks for commercial purposes,Neutral,"Content creation: images, music, videos",Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
8e22b6c1-01ca-4e2c-8f5c-e9e104edbbe6,Easier to communicate online with people thanks to AI,Positive,Other,Quality improvement in communication style,,,,,,,,
cab33ea9-824c-4e7c-990e-516f91de3c36,Easier to find information,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
a945f694-c4cd-4527-bb91-360981187f1c,Easier to make travel itineraries,Neutral,E-commerce/travel planning and comparisons,,,,,,,,,
66edb6de-7071-4a32-b72e-f95711e4b4c1,Easy access to information,Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
3421af55-5499-434c-bed8-918c26479467,Easy to work and also easy to search for various information,Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
9e87744b-284c-4946-88a1-c937afebd683,Efficiency,Positive,Improved productivity and efficiency at work,,,,,,,,,
2b6fdedc-ca44-4439-94aa-4bf1f2ef2ad6,Efficiency has increased ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dd4bace3-99a5-4812-94a7-5ed29fd06843,Efficiency has increased.,Positive,Improved productivity and efficiency at work,,,,,,,,,
b256639f-6433-46c4-8b99-11294d45dc3f,Efficiency n accuracy,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
097461b3-8c61-4093-b0f1-9b7933dcf50a,"Especially when working to create a working framework, never without revision, but it greatly facilitates brainstorming, initial ideas, structuring thoughts and work, and translation.

Otherwise, in my life, it gives me some recommendations based on my other interests.",Neutral,Brainstorming and creativity support,Personal decision-making and recommendations,Translation and language support,,,,,,,
1c1d9798-13e0-4436-a067-2a25f783ca3f,"Ever since i started using AI I'm spending less time on tasks that would usually take all of my time ,I'm now able to enjoy my hobbies more",Positive,Faster task completion and time savings,,,,,,,,,
43c6f7c8-4784-4247-8f36-4c07ad4fd489,Every thing is faster now. It's efficient and just makes life easy. I cannot do with out AI,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
70e8c242-9160-4081-825c-603d6cb17a77,"Everything has some sort of AI feature in it now, even Google and new phone models.  Companies usually have AI customer support before you can talk to a real representative. ",Neutral,Customer service/chatbots replacing humans,Increased exposure to AI-generated content,Smart home and everyday tool integration,,,,,,,
fb1a69cd-ba0c-478d-bcd5-ad5037731af2,Everything is faster and more instantaneous,Positive,Faster task completion and time savings,,,,,,,,,
e6274692-31e5-48d0-9028-9c81bc885161,Everything is going automatically functioning.,Neutral,Automation of routine/repetitive tasks,,,,,,,,,
891200b7-5e15-4cf2-ac80-2606a5dcc198,Fast initial code phase. Programmers often fix bugs or design their program nowaday.s ,Neutral,Coding assistance and debugging,,,,,,,,,
9fc573bd-0c57-440f-ad17-5db2718548a4,Faster research,Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
658f235c-6e80-472c-bbde-ba9fd7146094,"Feels like I can learn anything, anytime

",Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
961194cb-e9e1-42d4-833e-b8480c01a360,Few daily tasks like planning etc are much easier thanks to AI.,Neutral,"Scheduling, organization, and reminders",,,,,,,,,
1b4b42eb-0244-4c45-8188-b81dec0119ce,"Find what you need faster

",Positive,Faster task completion and time savings,Using AI instead of traditional web search,,,,,,,,
